"county","state","GEOID","lon","lat","P_total","P_white","P_black","P_asian","P_native","P_hawaiian","P_others","P_below_middle_school","P_some_high_school","P_high_school_equivalent","P_some_college","P_bachelor_and_above","P_below_poverty","median_age","gini_index","median_household_income","median_rent_per_income","percent_no_internet"
"Greene County","TN","05000US47059",-82.847746,36.1789979,68615,NA,NA,NA,NA,NA,NA,1767,4084,21737,12545,8056,11161,44.9,0.5066,41109,32.6,25.9579825320639
"Hamilton County","TN","05000US47065",-85.2022955,35.159186,357738,271063,70591,6865,499,0,924,5625,18017,73283,71836,76657,45768,39,0.4952,47898,31.2,19.4119543029044
"Knox County","TN","05000US47093",-83.9377209,35.9927265,456132,390124,40267,10650,1780,261,4973,4742,19300,73373,86294,117189,66094,37.3,0.4752,52102,28.7,13.8741305896492
"Madison County","TN","05000US47113",-88.8334238,35.6060563,97663,NA,NA,NA,NA,NA,NA,830,5564,26173,17193,13555,18688,38,0.4816,41791,32.1,20.1168211778576
"Maury County","TN","05000US47119",-87.0777632,35.6156963,89981,NA,NA,NA,NA,NA,NA,615,3621,21101,21631,13733,8894,39.9,0.4123,50591,26.7,17.8721002762349
"Montgomery County","TN","05000US47125",-87.3808865,36.5003535,195734,140854,37819,5439,1383,1446,2057,1938,7122,35998,43735,31230,26026,30.8,0.393,56112,28,12.9214858772524
"Putnam County","TN","05000US47141",-85.4969279,36.1408072,75931,NA,NA,NA,NA,NA,NA,1546,3834,18848,9835,13836,15077,36.7,0.5067,37437,32,20.9584277191079
"Robertson County","TN","05000US47147",-86.8693774,36.5275304,69165,NA,NA,NA,NA,NA,NA,1045,4126,17855,13342,9311,5705,37.9,0.437,60423,26.9,20.2869338392222
"Rutherford County","TN","05000US47149",-86.4172127,35.8433688,308251,239190,43917,10482,755,0,3974,2641,8966,56683,60483,61019,31360,33.1,0.4021,61157,28.4,10.3306489985366
"Sevier County","TN","05000US47155",-83.5219545,35.7912836,96673,NA,NA,NA,NA,NA,NA,1441,5759,26211,20156,12441,15180,41.3,0.4064,45609,28.2,16.5549337913458
"Shelby County","TN","05000US47157",-89.895397,35.1837942,934603,360410,499045,22771,2855,165,31109,16739,45725,156620,193404,187338,190483,35.5,0.5108,47690,31.7,22.9255130178816
"Sullivan County","TN","05000US47163",-82.2993965,36.5102123,156667,147950,2912,664,184,418,1169,2198,10487,42430,32784,22638,25022,45,0.4491,42859,26.9,19.8688170383517
"Sumner County","TN","05000US47165",-86.4585173,36.4700152,180063,160406,13146,2300,336,60,412,2119,6744,39622,38295,33146,17004,40.1,0.4346,60503,29.4,15.6674746111128
"Washington County","TN","05000US47179",-82.4950374,36.2956649,127440,NA,NA,NA,NA,NA,NA,1333,7489,26517,22159,27686,17802,39.9,0.4462,46276,27.8,11.9357960043258
"Williamson County","TN","05000US47187",-86.896958,35.894972,219107,194634,9008,9027,251,515,1127,2869,5025,19379,34568,79559,12861,39,0.4485,106054,27,5.00738372329328
"Wilson County","TN","05000US47189",-86.2902097,36.1484757,132781,NA,NA,NA,NA,NA,NA,1333,6302,24004,31189,26568,10184,41.1,0.3937,71153,22.7,11.7089735258977
"Angelina County","TX","05000US48005",-94.6110558,31.2519514,87791,NA,NA,NA,NA,NA,NA,4296,7057,16523,18850,8976,16908,37.6,0.4566,41161,26.9,16.4812975835816
"Bastrop County","TX","05000US48021",-97.3118587,30.1031276,82733,NA,NA,NA,NA,NA,NA,3337,4847,14816,19002,10989,10251,38.7,0.4659,56508,33.4,19.1145332050048
"Bell County","TX","05000US48027",-97.4819209,31.0421099,340411,217524,82612,9696,1945,2515,6984,5340,12673,52921,86780,45947,41475,31,0.4323,52275,27.4,12.9216152019002
"Bexar County","TX","05000US48029",-98.5201465,29.4486708,1928680,1520769,151997,56054,14260,1282,129637,72858,117501,309505,361575,341692,307296,33.5,0.4595,53210,29.5,16.2752574237905
"Bowie County","TX","05000US48037",-94.4223747,33.4460512,93860,65905,22872,1265,298,314,680,1001,5329,23452,19661,13412,17204,37,0.5029,45997,27.4,30.132299960643
"Brazoria County","TX","05000US48039",-95.434647,29.1678175,354195,264794,45897,23012,3592,13,9487,7418,15921,64475,74223,63307,32885,36,0.4102,74799,24.9,11.2360030042332
"Brazos County","TX","05000US48041",-96.3023887,30.6567254,220417,167258,22640,14050,1067,107,7067,6432,7746,23127,31998,45155,53402,26.1,0.5372,41559,40.8,10.0764002452984
"Cameron County","TX","05000US48061",-97.4789584,26.1029227,422135,NA,NA,NA,NA,NA,NA,35111,32579,66538,57779,41850,122269,31.5,0.4899,37061,32.6,31.026813500527
"Collin County","TX","05000US48085",-96.5781528,33.1938849,939585,661559,87766,132486,3583,822,23075,15011,19320,92547,163601,317049,59604,36.5,0.4236,89638,26.1,6.66798090766262
"Comal County","TX","05000US48091",-98.2552006,29.8030193,134788,NA,NA,NA,NA,NA,NA,1419,3524,24111,28781,33732,11575,42.6,0.4417,77425,28.2,10.3077935972348
"Coryell County","TX","05000US48099",-97.7980223,31.3911774,74686,53879,7911,1656,960,558,788,2146,2957,13314,20447,7567,8270,31.7,0.418,51125,26.2,11.7670399435676
"Dallas County","TX","05000US48113",-96.7784238,32.7669866,2574984,1591187,582365,157592,6506,1393,159620,151883,159910,360041,424294,498808,414218,33.3,0.4957,54399,28.1,16.9239686025677
"Denton County","TX","05000US48121",-97.119046,33.2050051,806180,599270,74199,63864,3992,602,32029,15307,21312,92430,157526,233571,67887,35.1,0.4413,80613,28.4,7.59245861173767
"Ector County","TX","05000US48135",-102.5425068,31.8653008,157462,134245,7643,1809,1069,0,8735,5132,14343,29241,27143,14331,19680,30.4,0.5128,53254,26.5,16.0530855484984
"Ellis County","TX","05000US48139",-96.7983357,32.3472789,168499,141134,16525,1390,1104,83,2379,4745,10202,29355,38139,23450,15427,36.1,0.4152,70210,28.9,8.41758716223509
"El Paso County","TX","05000US48141",-106.2413905,31.7664034,837918,674348,30034,11107,5360,299,95668,56620,47755,118897,161938,112402,187442,32.1,0.4598,42165,30.4,17.9881515169649
"Fort Bend County","TX","05000US48157",-95.7710149,29.5266017,741237,388931,152115,146796,3077,93,34405,15009,23954,90429,127278,213489,63468,36,0.4482,90680,29.3,7.02195801339295
"Galveston County","TX","05000US48167",-94.8948647,29.2287059,329431,258194,43453,11418,2556,87,7317,7357,16515,52487,76601,64075,41712,37.1,0.4692,64939,29.7,13.3655261373596
"Grayson County","TX","05000US48181",-96.6756986,33.6245082,128235,111018,5527,1826,1352,16,3119,1875,6819,24262,35853,16843,15741,40,0.429,52095,25.4,20.7764930518723
"Gregg County","TX","05000US48183",-94.8162759,32.4863971,123745,92247,25793,1883,534,0,1037,4663,9549,22391,24801,17023,21654,35.5,0.4727,44219,31,17.2448099754593
"Guadalupe County","TX","05000US48187",-97.9490268,29.5832081,155265,106494,11011,3061,187,1657,28146,3426,6139,32511,29021,27689,15983,37,0.4076,68157,27.6,12.061230384134
"Harris County","TX","05000US48201",-95.3930371,29.857273,4589928,2880994,874306,317740,15178,3839,392701,251441,237148,686011,771762,903838,755013,33.3,0.4986,56377,30.1,15.4162820071477
"Harrison County","TX","05000US48203",-94.3744253,32.5479928,66534,NA,NA,NA,NA,NA,NA,1796,4719,14211,14596,7316,11727,37.2,0.4255,46548,29.7,30.7387751663718
"Hays County","TX","05000US48209",-98.0292673,30.0612247,204470,184248,8627,3314,315,0,3753,6280,7686,26041,36282,43736,27807,31.2,0.4471,64658,31.1,9.00837694865787
"Henderson County","TX","05000US48213",-95.8534183,32.2116334,79901,NA,NA,NA,NA,NA,NA,2042,5264,18740,17519,10334,11545,43.7,0.4776,44088,24.4,22.8036706903924
"Hidalgo County","TX","05000US48215",-98.18099,26.3963839,849843,717201,2922,9403,1953,93,105943,78268,61965,110109,113444,86415,264099,29.2,0.4952,36176,32.3,29.879940012611
"Hunt County","TX","05000US48231",-96.0838072,33.1234378,92073,71701,7680,1488,1185,0,9273,1875,7375,17973,19094,12161,15098,38.1,0.4414,53962,29.1,16.1742677757593
"Jefferson County","TX","05000US48245",-94.1493306,29.8539997,254679,150261,86060,10050,816,198,4262,9005,15139,56965,52466,31276,48241,35.9,0.4885,45390,31.1,32.9161491007401
"Johnson County","TX","05000US48251",-97.3648234,32.3795112,163274,149251,5440,1305,1179,751,1997,3828,9733,40079,30365,20842,17098,36.9,0.4009,59895,26.7,11.8616785079929
"Kaufman County","TX","05000US48257",-96.2883777,32.598944,118350,98799,12733,1429,324,0,2852,4232,5371,27916,22837,14754,14678,36,0.4006,62033,29,11.7505995203837
"Liberty County","TX","05000US48291",-94.8226815,30.1621885,81704,NA,NA,NA,NA,NA,NA,3349,7752,21829,14329,4890,10822,36.7,0.463,42877,27,23.8627690428942
"Lubbock County","TX","05000US48303",-101.8199438,33.6114688,303137,248032,21502,5857,3901,1000,15506,7934,14974,44018,53559,55222,56791,30.6,0.4732,49136,29.3,15.6918955123912
"McLennan County","TX","05000US48309",-97.2014721,31.549493,247934,191192,36482,3858,1100,149,9396,7785,15462,43577,47971,32620,44677,33.3,0.4899,46860,29.9,19.4669756662804
"Midland County","TX","05000US48329",-102.0243264,31.8708957,162565,NA,NA,NA,NA,NA,NA,4869,9202,27689,30158,26830,13225,32,0.4781,65349,26.7,14.5786606856777
"Montgomery County","TX","05000US48339",-95.5035226,30.3023644,556203,480382,30394,15327,3642,358,12616,12690,30061,85473,108245,120923,63175,37.2,0.4917,71123,26.5,9.59527363055614
"Nacogdoches County","TX","05000US48347",-94.6202497,31.6205598,65806,NA,NA,NA,NA,NA,NA,1540,5393,9178,10581,9527,16910,30.7,0.4954,35562,36.7,21.5381282495667
"Nueces County","TX","05000US48355",-97.5216428,27.7394061,361350,326313,14774,6628,1487,211,5624,12329,23482,65369,77123,51583,50456,35,0.44,54318,28.1,17.1600105219181
"Orange County","TX","05000US48361",-93.8933577,30.120918,84964,NA,NA,NA,NA,NA,NA,1265,4433,22395,18921,8783,10662,37.4,0.446,53480,23.5,17.5671522527506
"Parker County","TX","05000US48367",-97.8059049,32.7770964,129441,121518,1965,731,984,72,2346,2716,6368,27335,30508,19066,11619,40,0.422,66548,25.6,12.061771508912
"Potter County","TX","05000US48375",-101.893804,35.3986751,120832,94819,12161,5672,302,202,2918,7043,10083,24537,22006,11283,25458,33.8,0.4804,42305,27.7,23.5425211598189
"Randall County","TX","05000US48381",-101.8955472,34.962529,132501,118130,3530,2313,998,188,4183,1519,6223,16860,34079,27418,11370,35.5,0.4492,67015,26.6,8.27501608751609
"Rockwall County","TX","05000US48397",-96.4075009,32.8892161,93978,NA,NA,NA,NA,NA,NA,1366,2431,11993,18979,24151,3646,37.5,0.3691,95731,26.8,9.10815939278937
"San Patricio County","TX","05000US48409",-97.5171652,28.0117816,67655,NA,NA,NA,NA,NA,NA,2374,5015,12709,14982,6261,9592,35.6,0.4279,53348,29.4,26.41723833172
"Smith County","TX","05000US48423",-95.2696296,32.3770925,225290,170784,39062,3832,1092,159,6557,8219,11593,35013,54675,36674,35747,36.5,0.4416,52572,31.7,19.7118429385687
